session_id,flow_id,dataset,label,direction_balance_bytes,direction_balance_packets,dispersion_symmetry,iat_all_mean,iat_all_median,iat_all_p25,iat_all_p75,iat_all_std,iat_mean_max,iat_mean_min,iat_std_max,iat_std_min,session_consecutive_high_runs,session_fraction_high,session_mean_prob,session_top_k_mean_prob,session_var_prob,sz_all_mean,sz_all_median,sz_all_p25,sz_all_p75,sz_all_std,sz_coef_variation,sz_cv,sz_iqr_norm_median,sz_mean_max,sz_mean_min,sz_p25_median_ratio,sz_p75_median_ratio,sz_std_max,sz_std_min
non_streaming__chunk_0010,non_streaming_1000,usbvpn,0,0.9999999999991419,0.99999999958159,0.0,0.003951483064238722,1.9073486328125e-06,9.5367431640625e-07,3.695487976074219e-05,0.06261203723041261,0.003951483064238722,0.003951483064238722,0.06261203723041261,0.06261203723041261,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,487.5782426778243,464.0,464.0,464.0,116.00240739930716,0.2379154708058667,0.2379154708058667,0.0,487.5782426778243,0.0,0.9999999978448276,0.9999999978448276,116.00240739930716,0.0
non_streaming__chunk_0010,non_streaming_1001,usbvpn,0,0.9376135883018688,0.09239130409676276,1.2903225785639958,0.028100204077988293,6.29425048828125e-05,1.1920928955078125e-05,0.009005904197692871,0.10634728977450895,0.028100204077988293,0.028100204077988293,0.10634728977450895,0.10634728977450895,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,950.945652173913,660.0,40.0,1460.0,982.4292525046008,1.0331076746874093,1.0331076746874093,2.15151514825528,1686.726368159204,65.36526946107784,0.06060606051423324,2.2121212087695135,756.4811242157797,47.09073408754039
non_streaming__chunk_0010,non_streaming_1002,usbvpn,0,0.9749742548650813,0.7504898757755568,0.0,0.0014687577786057014,1.1920928955078125e-06,9.5367431640625e-07,4.696846008300781e-05,0.028680098952227305,0.0014687577786057014,0.0014687577786057014,0.028680098952227305,0.028680098952227305,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,1340.357119529719,1494.0,1494.0,1494.0,572.8868753739831,0.42741360985016735,0.42741360985016735,0.0,1512.2457089552238,134.4371727748691,0.9999999993306559,0.9999999993306559,367.9418648823201,139.38516818632965
non_streaming__chunk_0010,non_streaming_1003,usbvpn,0,0.9999999642857155,0.9999990000010001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,28.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.9999999642857155,0.9999999642857155,0.0,0.0
non_streaming__chunk_0010,non_streaming_1004,usbvpn,0,0.199999998,0.0,0.99999980000004,4.315376281738281e-05,4.315376281738281e-05,4.315376281738281e-05,4.315376281738281e-05,0.0,4.315376281738281e-05,4.315376281738281e-05,0.0,0.0,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,50.0,50.0,45.0,55.0,10.0,0.1999999960000001,0.1999999960000001,0.1999999960000001,60.0,40.0,0.8999999820000004,1.0999999780000005,0.0,0.0
non_streaming__chunk_0010,non_streaming_1005,usbvpn,0,0.6580709148700631,-0.09999999500000024,31.84374601953175,0.001844042225887901,0.0006251335144042969,5.4001808166503906e-05,0.0024929046630859375,0.0032406196487695066,0.001844042225887901,0.001844042225887901,0.0032406196487695066,0.0032406196487695066,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,403.3,60.0,52.0,314.75,619.2237156311119,1.53539229877441,1.53539229877441,4.379166593680557,743.0,125.36363636363636,0.8666666522222225,5.245833245902779,784.144261103926,149.70290136696065
non_streaming__chunk_0010,non_streaming_1006,usbvpn,0,0.9832146484225261,0.35148764480509953,2.0289855057760975,9.360635797864373e-05,6.103515625e-05,1.1920928955078125e-05,6.4849853515625e-05,0.0005270860999425659,9.360635797864373e-05,9.360635797864373e-05,0.0005270860999425659,0.0005270860999425659,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,2519.4866364094805,1452.0,72.0,4252.0,2702.8239780042218,1.072767736836758,1.072767736836758,2.878787876805242,3697.1723880597015,65.21150855365474,0.04958677682535346,2.9283746536305957,2555.992666232553,24.311266734978208
non_streaming__chunk_0010,non_streaming_1007,usbvpn,0,-0.549427436252696,0.18518517832647488,5.916666173611152,0.007673382759094238,0.0004214048385620117,5.65648078918457e-05,0.0035772323608398438,0.02538740154893822,0.007673382759094238,0.007673382759094238,0.02538740154893822,0.02538740154893822,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,316.962962962963,64.0,52.0,135.0,691.7367022899135,2.1823896825079623,2.1823896825079623,1.2968749797363286,602.7272727272727,120.5,0.8124999873046878,2.109374967041016,1004.104403382717,139.90443166676314
non_streaming__chunk_0010,non_streaming_1008,usbvpn,0,-0.362897498590476,0.07692307396449716,25.82822022507435,0.008234357833862305,0.0006048679351806641,4.982948303222656e-05,0.0035800933837890625,0.024171991181322034,0.008234357833862305,0.008234357833862305,0.024171991181322034,0.024171991181322034,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,487.4230769230769,103.5,62.75,1156.0,527.9212625642726,1.0830863093593344,1.0830863093593344,10.562801830311093,719.6666666666666,288.35714285714283,0.6062801873789354,11.169082017690029,532.275356892986,434.60911947943964
non_streaming__chunk_0010,non_streaming_1009,usbvpn,0,-0.6908954099787967,0.14285713265306196,76.42499235750077,0.010862919000478892,0.0005159378051757812,2.288818359375e-05,0.003612041473388672,0.029741805293492834,0.010862919000478892,0.010862919000478892,0.029741805293492834,0.029741805293492834,177.0,0.7888349514563107,0.7691449346179456,0.9991760625800552,0.15824954235581898,474.64285714285717,62.0,52.0,826.25,604.4420812549675,1.2734671361536503,1.2734671361536503,12.487903024388661,936.3333333333334,128.375,0.8387096638917797,13.326612688280441,664.6346531909257,168.19180828744305
